lemma	part_of_speech	translations
дорсифлексия	noun	dorsiflexion
дортуар	noun	dormitory
досада	noun	annoyance|vexation|discontent
досадно	adverb	annoyingly|sadly
досадный	adjective	provoking
досаждать	verb	annoy|spite
досветовой	adjective	sub-light|sublight|subluminal
доска	noun	board|plank|slab|blackboard|chalkboard|slate
досконально	adverb	thoroughly
доскональный	adjective	thorough
дословно	adverb	word for word|literally|verbatim
досматривать	verb	examine|inspect
доспех	noun	panoply|амер. armor|брит. armour
досрочно	adverb	ahead of time
досрочный	adjective	anticipatory|pre-schedule|preterm
доставать	verb	get|take|obtain|reach|reach to|touch
доставить	verb	convey|deliver|get|take|cause|give
достаток	noun	prosperity|sufficiency
достаточно	adverb	enough|sufficiently|rather
достаточный	adjective	sufficient|prosperous|well-to-do
достать	verb	get|take|obtain|reach|reach to|touch
достигать	verb	reach
достигнутый		achieved|reached
достигнуть	verb	achieve|accomplish|reach
достижение	noun	attainment|achievement|progress
достичь	verb	reach
достоверно	adverb	authentically|for certain|for sure
достоверный	adjective	reliable|trustworthy
достодолжный	adjective	adequate|due|proper|appropriate
достоинство	noun	merit|quality|virtue|dignity|value|rank
достойно	adverb	adequately|in a proper manner|in an appropriate manner in an adequate manner
достойный	adjective	worthy
достопамятный	adjective	memorable
достопримечательность	noun	landmark|object of interest|place of interest|showplace|sight|sightseeing
достопримечательный	adjective	worth seeing
достославный	adjective	famous
доступ	noun	access
доступность	noun	accessibility|availability
доступный	adjective	accessible|approachable|available|comprehensible|popular|simple
досуг	noun	free time|leisure|spare time|time off
досчатый	adjective	boardwalk|clapboard|plank
досчитать	verb	count to|finish counting
досыта	adverb	to one's heart's content
досягаемость	noun	reach
дот-ком	noun	dot-com|dotcom
дотелескопический	adjective	pre-telescopic
дотком	noun	dotcom
дотла	adverb	completely|to the ground|utterly
дотошность	noun	finickiness|nitpickiness
дотошный	adjective	meticulous|thorough
дотронуться	verb	touch
доунингия	noun	downingia
дофеодальный	adjective	prefeudal|pre-feudal
дохнуть	verb	croak|die|fall|kick off|breath|take a breath
доход	noun	goner|income|benefit|revenue
доходить	verb	arrive at|reach
доходность	noun	profitability
доходный	adjective	income|revenue|profitable
доходчиво	adverb	clearly|legibly|understandably
доходяга	noun	goner
доцент	noun	lecturer
доча	noun	daughter
дочиста	adverb	completely|till smth is perfectly clean|till smth is spotless|till smth is spotlessly clean
дочитывать	verb	finish reading|read to
дочка	noun	daughter|little daughter|little girl|affiliate company|business unit|subsidiary
дочь	noun	daughter
дошивать	verb	finish sewing
дошкольник	noun	child
дошлый	adjective	cunning
дошник	noun	tank
дощаник	noun	flat-bottomed boat
дощечка	noun	tablet|board|plank|slat
дравидология	noun	Dravidology
дравит	noun	dravite
драг-квин	noun	drag queen
драга	noun	dredge
драгер	noun	dredger
драглайн	noun	dragline excavator
драгоценный	adjective	precious
драгун	noun	dragoon
дражайший	adjective	dearest
драже	noun	dragée|dragee
дразнилка	noun	taunting ditty|teasing rhyme
дразнить	verb	tease|banter|nickname|poke|arouse|excite
драйвер	noun	device driver|software driver|driver
драка	noun	fight|brawl|fray|scuffle|tussle
дракон	noun	dragon
драм		dram
драма	noun	drama
драматизация	noun	dramatization
драматизировать	verb	dramatize
драматизм	noun	dramatism
драматик	noun	dramatist|playwright
драматический	adjective	dramatic
драматично	adverb	dramatically
драматургически	adverb	dramaturgically
драматургический	adjective	dramaturgic
драматургия	noun	dramaturgy|dramatics
драмеди	noun	dramedy
драммер	noun	drummer
драник	noun	potato pancake|hash brown|latke|potato fritter
драный	adjective	tattered
драпануть	verb	skedaddle
драпать	verb	flee|fly|absquatulate|run|seek safety in flight|skedaddle
драпировать	verb	drape
драпри	noun	drapery|curtains
драть	verb	strip off|tear|tear off|tear to pieces|tear up|charge
драться	verb	fight
драцена	noun	dracaena
дребезжащий	adjective	raspy
древесина	noun	wood|timber
древесиновед	noun	xylologist
древесиноведение	noun	xylology
древесница	noun	tree frog|leopard moth
древесный	adjective	arboreal|arboreous|tree|wood|woody
древко	noun	pole|shaft|staff
древлянин	noun	Drevlian
древнеанглийский	adjective	Anglo-Saxon
древнегреческий	adjective	ancient Greek
древнееврейский	adjective	Hebraic|Hebrew
древнеперсидский	adjective	Old Persian
древнеримский	adjective	ancient Roman|Ancient Roman
древнефранкский	adjective	Frankish language|Old Franconian|Old Frankish
древнефризский	adjective	Old Frisian
древний	adjective	ancient|antique|immemorial
древность	noun	antiquity|virtu
древо	noun	tree
древовидный	adjective	arborescent|treelike
древолаз	noun	Dendrobates|dart-poison frog|poison arrow frog|poison dart frog|poison frog|tree climber
древолюбивый	adjective	tree-loving
древонасаждение	noun	planting of trees
древоподобный	adjective	arborescent|treelike
древоточец	noun	borer
дредноут	noun	dreadnought
дрезина	noun	draisine|section car
дрейф	noun	drift
дрейфить	verb	funk|quail
дрейфовать	verb	drift
дрель	noun	drill
дремать	verb	slumber|doze
дремота	noun	drowsiness|somnolence
дремотность	noun	drowsiness
дремучий	adjective	thick|dense|out-of-the-way|remote|ignorant|uncouth
дренировать	verb	drain
дренчер	noun	drencher
дресва	noun	gravel|gruss|slack
дрессировать	verb	train|tame|school
дрессировщик	noun	tamer|trainer
дриада	noun	dryad
дриблинг	noun	dribbling
дрифтинг	noun	drifting
дробина	noun	sparging|pellet|small shot
дроблёный	adjective	chopped
дробный	adjective	separate|split up|subdivided|abrupt|staccato|fractional
дробовик	noun	shotgun
дробь	noun	shot|fraction|drumming|staccato|tapping
дрова	noun	firewood
дроворуб	noun	l<u>u</u>mberjack
дровосек	noun	l<u>u</u>mberjack
дровяник	noun	woodshed
дровяной	adjective	firewood|wood
дроги	noun	hearse|cart|dray
дрожание	noun	tremor|tremble
дрожать	verb	tremble|shiver|shake
