lemma	part_of_speech	translations
catastrophic	adjective	災難的
catch	noun	防守|门扣|抓住|办
catch fire	verb	发火
catch up	verb	遇到
catchment	noun	盆地
catchment basin	noun	流域
catechism	noun	教义问答
category	noun	类别|類別
catena	noun	无穷级数
catenary	noun	高架電纜
caterpillar	noun	毛毛蟲
caterpillar track	noun	履带
catharsis	noun	宣洩
cathedral	noun	大教堂
cathetus	noun	直角边
cathode	noun	陰極
cation	noun	阳离子
catkin	noun	柔荑花序
catshark	noun	貓
cattish	adjective	刻毒
cattle	noun	家畜
cattle car	noun	母狗
catty	adjective	刻毒
catwalk	noun	船桥
caucus	noun	分数
caudal	adjective	后
caudal fin	noun	尾鰭
caudate	adjective	屌
cauldron	noun	釜
cauliflower	noun	花椰菜|花菜
caulk	verb	艌
causation	noun	來由
cause	noun	原因
causeway	noun	立交橋
caustic	adjective	尖
caution	noun	警告|謹慎
cautionary tale	noun	教训
cavalier	noun	骑士
cavalry	noun	骑兵
cavalryman	noun	骑士
cave	noun	洞穴
cave painting	noun	石洞壁画
caveat	noun	警告
cavern	noun	洞|洞穴
caviar	noun	魚子醬|鱼子酱
cavity	noun	洞|龋齿
cavort	verb	嫐|撕罗
cease	verb	中断
ceasefire	noun	休战
cedar	noun	車
ceiling	noun	天花板
celadon	noun	青瓷
celeb	noun	明星
celebrate	verb	慶祝
celebrated	adjective	著名的
celebration	noun	节日
celebrity	noun	明星
celeriac	noun	芹菜
celery	noun	芹菜
celesta	noun	钢片琴
celestial	adjective	天國|天蓝色
celestial body	noun	天体
celestial equator	noun	天球赤道
celestial mechanics	noun	天体力学
celestial sphere	noun	天球
celestine	noun	天青石
celibacy	noun	獨身
celibate	adjective	单身
cell	noun	细胞|細胞
cellar	noun	地窖|尾巴
cello	noun	大提琴
cellophane	noun	玻璃紙
cellular	adjective	細胞
cellulite	noun	橘皮组织
celluloid	noun	赛璐珞|电影
cellulose	noun	纤维素
cement	noun	水泥
cement mixer	noun	混凝土搅拌车
cementum	noun	水泥
cenotaph	noun	纪念碑|衣冠冢
censer	noun	香爐
censor	verb	审查
censorship	noun	审查制度
census	noun	人口普查
cent	noun	分
centaur	noun	半人马
centennial	noun	世纪
center	noun	中心
center fielder	noun	中外野手
centime	noun	分
centimetre	noun	公分
central	adjective	中央|中心
central bank	noun	中央银行
central business district	noun	中心
central committee	noun	中央委員會
centre mark	noun	中点
centrifugal force	noun	離心力
centripetal force	noun	向心力
century	noun	世纪|世紀
century egg	noun	松花蛋
cephalea	noun	頭疼
cephalic	adjective	头
cephalothorax	noun	頭胸部
ceramic	adjective	陶器|陶瓷
ceramics	noun	陶瓷材料
ceratosaur	noun	刺龍
cereal	noun	粮食
cerebellum	noun	小脑
cerebral	adjective	脑|知识
cerebral hemisphere	noun	半球
cerebrum	noun	大脑
ceremonial	noun	仪式
ceremony	noun	儀式|仪式
cerise	noun	樱桃
cerium	noun	铈
certain	adjective	有的|一些|在
certainly	adverb	當然
certainty	noun	確信
certifiable	adjective	瘋狂
certificate	noun	證書
certification	noun	保证
cervical vertebra	noun	頸椎
cervix	noun	子宮頸
cessation	noun	中止
cetacean	noun	選擇
cetology	noun	鲸类学
cf.	verb	参见
cha-cha	noun	恰恰舞
chaebol	noun	财阀
chafe	noun	不和|忿怒|削皮|銅
chaff	noun	吸管|戏弄
chaffinch	noun	苍头燕雀
chain	noun	山脉
chain reaction	noun	链反应
chain store	noun	连锁店
chainring	noun	托盘
chair	noun	椅子
chairman	noun	总统
chairperson	noun	总统
chaise longue	noun	躺椅
chakra	noun	查克拉
chalice	noun	花萼
chalk	noun	粉笔
chalk up	verb	入仓
chalkboard	noun	黑板
challenge	noun	挑戰
challenging	adjective	难
chamber	noun	卧室|房間
chamber music	noun	室内乐
chamber of commerce	noun	商会 商會
chamber pot	noun	马桶
chameleon	noun	变色龙|變色龍
chamois	noun	臆羚
champac	noun	黃玉蘭|黃蘭|黄兰|黄玉兰
champion	noun	冠軍
championship	noun	錦標賽
chance	adjective	偶然|机会|好运
chance upon	verb	掉
chancellery	noun	丞相
chancellor	noun	丞相
chandelier	noun	吊灯
change	noun	改变
changeover	noun	变化
changeroom	noun	试衣间
changing room	noun	试衣间
channel	noun	频道|運河|运河
chanson	noun	歌
chant	verb	唱
chanter	noun	歌手
chanyu	noun	队长
chaos	noun	纷乱
chap	noun	旅客
chapbook	noun	小册子
chapel	noun	小圣堂
chaperone	noun	卡賓槍
chaplain	noun	祭司
chapter	noun	章
char	noun	煤炭|女佣
character	noun	人物|性格
character assassination	noun	坏话
character encoding	noun	编码
character set	noun	字符集
characteristic	adjective	特性的|特徵 特征|特色
charade	noun	鬧劇
charcoal	noun	煤炭|石炭
chard	noun	莙薘菜
charge	noun	价格|衝鋒|谴责|子弹|[[#|家具|指控
charge carrier	noun	载流子
charger	noun	充电器|充電器
chariot	noun	双轮战车|手推車
charioteer	noun	马车夫
charism	noun	魅力
charisma	noun	魅力
charitable	adjective	不错
charity	noun	慈善
charity begins at home		先顧自己 ，後顧別人
charlatan	noun	骗子
charm	noun	魔法|魅力|施魔法於
charming	adjective	可爱
chart	noun	地图|图解|画
charter	noun	卡
charwoman	noun	nǚyòng
chase	noun	狩猎|追求
chase after	verb	跑
chasm	noun	困难|无底洞
chaste	adjective	貞
chastity	noun	貞節
chastity belt	noun	贞操带
chat	noun	网络聊天|聊天|说语
chat up	verb	唱歌
chateaubriand	noun	夏多布里昂
chatter	noun	廢話|呼噜|扯淡
chauffeur	noun	司機
chauvinism	noun	沙文主义
chayote	noun	佛手瓜
cheap	adjective	便宜|吝嗇的
cheaply	adverb	便宜
cheapskate	noun	慳吝的（人)|吝嗇
cheat	noun	撒谎者|作弊碼|卖|偷|欺騙
cheat on	verb	使戴綠帽
cheat sheet	noun	作弊条|小抄
check	noun	考试|國際象棋|检查|象棋|的|帐|比
check out	verb	检查|取
check through	verb	检查
check up	verb	查
check-in	noun	值机
checkerboard	noun	棋盘
checkered	adjective	國際象棋
checkmate	noun	将死
checkout	noun	收银处
checkpoint	noun	经过
checkup	noun	检查
cheek	noun	脸|屁股|前額|臂
cheek by jowl	adjective	肩并肩地
cheekbone	noun	颊骨
cheeky	adjective	放肆
cheep	verb	唱
cheer on	verb	加油
cheer up		開心點
cheerful	adjective	wéixiàode|明
cheerio		你好|喂
cheerleader	noun	拉拉队长
cheers		干杯
cheese	noun	奶酪|芝士
cheese it		注意
cheesecake	noun	乳酪蛋糕 起士蛋糕
cheesemaker	noun	吉贝
cheesemonger	noun	吉贝
cheeseparing	adjective	吝嗇的
cheesy	adjective	奶酪|镰刀
cheetah	noun	猎豹|獵豹
chef	noun	厨师
chemical	adjective	化学的
chemical biology	noun	生物化学
chemical compound	noun	化合物
chemical element	noun	化學元素
chemical formula	noun	化学式
chemical reaction	noun	化学反应
chemical symbol	noun	化学符号
chemical weapon	noun	化学武器
chemist	noun	化学家
chemistry	noun	化学|化學
chemotherapy	noun	化学疗法
chengyu	noun	成语
chenille	noun	履带
cheque	noun	支票
cherimoya	noun	秘魯番荔枝
cherry	noun	樱桃|櫻桃
cherry angioma	noun	櫻桃血管瘤|硃砂痣
cherry blossom	noun	樱花
cherry tree	noun	樱桃树
chert	noun	燧石
cherub	noun	智天使
chess	noun	国际象棋|國際象棋
chessboard	noun	棋盘
chest	noun	胸
chest of drawers	noun	五斗櫃
chestnut	noun	栗
chestnut tree	noun	栗子樹
chevron	noun	椽
chew	verb	嚼
chew the cud	verb	觉得
chewing gum	noun	口香糖
chez		蜜蜂
chi	noun	西|气
chiaroscuro	noun	明暗对照法
chic	adjective	优雅的
chick	noun	雛|蛞蝓
chickadee	noun	山雀
chicken	noun	鸡|雞
chicken pox	noun	水痘
chicken wire	noun	铁丝网
chickenshit	noun	軟體動物
chickpea	noun	鹰嘴豆
chicory	noun	菊苣
chide	verb	叱
chief	adjective	主要|经理|老板
chief executive officer	noun	最高执行官
chiefly	adverb	主要
chieftain	noun	老板|首領
chikungunya	noun	契昆根亚热
chilblain	noun	冻疮
child	noun	孩子|小孩
child labour	noun	童工
child pornography	noun	兒童色情
child prodigy	noun	神童
child soldier	noun	童兵
child's play	noun	教宗
childbirth	noun	分娩
childcare	noun	幼兒園 幼儿园
childhood	noun	婴儿期|儿童期
childminder	noun	乳母
children's home	noun	孤兒院
chili	noun	辣椒
chili con carne	noun	辣椒
chili pepper	noun	辣椒
chiliagon	noun	一千邊形
chill	adjective	冷|寒冷
chiller	noun	雪柜
chilly	adjective	冷
chimango caracara	noun	叫隼
chime	noun	时钟|接觸
chime in	verb	点头
chimney	noun	煙囪|烟囱
chimpanzee	noun	黑猩猩
chin	noun	下巴
chin up		勇气
chinchilla	noun	栗鼠
chink	noun	屄豁儿
chinless	adjective	力不胜任
chinois	noun	中国
chip	noun	破片|晶片
chip off the old block	noun	天
chip on one's shoulder	noun	建筑群
chipmunk	noun	花栗鼠
chirality	noun	手征性
chiropter	noun	蝙蝠
chisel	noun	凿子
chitin	noun	甲壳质
chitosan	noun	几丁聚醣
chivalry	noun	騎兵
chive	noun	北葱
chlamydia	noun	衣原体
chloramine	noun	氯胺
chloric acid	noun	氯酸
chloride	noun	氯化物
chlorine	noun	氯
chlorite	noun	綠泥石
chloroform	noun	氯仿
chlorophyll	noun	叶绿素
chloroquine	noun	氯奎
chock	noun	楔
chocolate	adjective	巧克力
chocolate cake	noun	巧克力蛋糕
chocolate milk	noun	巧克力牛奶
chocolatier	noun	巧克力商
choice	noun	選擇
choir	noun	心|类
choirmaster	noun	合唱指挥家
choke	noun	引物|鶇|溺水
cholera	noun	霍乱
cholesterol	noun	膽固醇
choline	noun	胆碱
chondrite	noun	球粒隕石
choose	verb	選擇|决定
choosy	adjective	难
chop	noun	排骨
chopper	noun	直升机|屌
chopstick	noun	筷子
choral	adjective	珊瑚
chorale	noun	珊瑚
chord	noun	和弦|弦|快捷鍵
chordophone	noun	弦乐器
chore	noun	家務
choreographer	noun	编舞家
choronym	noun	郡望
chortle	verb	咯咯笑
chorus	noun	心|副歌
chow	verb	吃
christening	noun	洗禮 洗礼
chromakey	noun	色键
chromatic	adjective	色彩的
chromatid	noun	染色单体
chromatin	noun	染色质
chromium	noun	铬
chromosomal	adjective	染色體
chromosome	noun	染色体|染色體
chromosphere	noun	色球
chronicle	noun	编年体
chronicler	noun	的編年史家
chronogram	noun	纪年铭
chronology	noun	年表
chronometer	noun	精密手表
chrysalis	noun	蛹
chrysanthemum	noun	菊花|菊
chu nom	noun	喃字
chubby	adjective	丰满
chuck	noun	铁铲
chuckle	verb	咯咯笑
chum	noun	伴侶
chummy	adjective	社会的
chump	noun	二百五
chunk	noun	块|破片
church	noun	教堂|&
churchyard	noun	公墓
churlish	adjective	无修养的
chute	noun	滑梯|伞|管
chutney	noun	酸辣醬
chutzpah	noun	厚顏
chyme	noun	食糜
chytridiomycosis	noun	壺菌病
château	noun	城堡
cicada	noun	蟬
cicisbeo	noun	情夫
cider	noun	苹果酒
cigar	noun	雪茄
cigarette	noun	香烟
cilantro	noun	香菜
cilium	noun	纖毛|纤毛
cinch	noun	玩具
cinder	noun	灰
cinema	noun	电影院
cinematography	noun	攝影
cinnabar	noun	朱砂
cinnamon	adjective	肉桂|桂皮
cipher	noun	數字
circa		大約
circle	noun	圓|圆圈
circuit	noun	周长|圆圈|电子回路
circuit board	noun	匾
circular	adjective	圓形的
circular arc	noun	圆弧
circular breathing	noun	循环换气
circular saw	noun	圆锯
circular sector	noun	扇形
circular segment	noun	段
circulation	noun	血液循環
circulatory system	noun	循环系统
circumcision	noun	包皮環切術
circumference	noun	圆周
circumflex	noun	屋頂
circumnavigate	verb	撞倒
circumnavigation	noun	環遊世界
circumscribe	verb	介绍
circumspect	adjective	谨慎
circumstance	noun	事勢
circumvent	verb	避免
circus	noun	杂技 [zájì]
cirque	noun	冰斗
cirrocumulus	noun	卷積雲
cirrostratus	noun	卷層雲
cirrus	noun	卷云
cistern	noun	水槽
citation	noun	传票|約會
citation needed		来源请求
citizen	noun	公民
citizenship	noun	國籍
citric acid	noun	柠檬酸|檸檬酸
citron	noun	柠檬|枸橼
citrus	noun	柑橘
citrus fruit	noun	桔子
city	noun	城市
city block	noun	岛|街
city hall	noun	城镇厅
city slicker	noun	市民
city state	noun	城邦
civet	noun	非洲靈貓
civic	adjective	人民
civil	adjective	公民的
civil aviation	noun	民用航空
civil code	noun	民法典
civil disobedience	noun	公民不服從
civil engineer	noun	土木工程师
civil law	noun	民法
civil society	noun	公民社会
civil war	noun	内战|內戰
civilian	adjective	公民的|平民
civility	noun	礼貌
civilization	noun	文明|文化
civilized	adjective	有禮貌
clad	verb	覆盖
clade	noun	演化支
cladogram	noun	分支图
claim	noun	书名|称
claimant	noun	演员
clairvoyant	noun	先见者
clam	noun	蚌
clamber	verb	攀
clamor	noun	噪音|抗議
clamp down on	verb	压制
clamshell	noun	貝
clan	noun	氏族
clap	noun	棕榈|拍手
clapperboard	noun	场记板
claptrap	noun	胡话
clarinet	noun	单簧管
clasp	noun	鎻
class	noun	班|类
class struggle	noun	阶级斗争
classic	adjective	古典
classical	adjective	古典
classical antiquity	noun	古代
classical music	noun	古典音乐
classicism	noun	古典主義
classification	noun	分類
classified advertisement	noun	分類廣告
classifieds	noun	分類廣告
classifier	noun	量词
classism	noun	階級主义
classless	adjective	無階級
classmate	noun	类
classroom	noun	教室
classy	adjective	优雅
clastic	adjective	碎屑
clause	noun	短句
claustrophobia	noun	幽闭恐惧症
clavicle	noun	鎖骨
claw	noun	指甲|爪|豎琴|剪刀|抓
claw clip	noun	食人鲳
clay	noun	黏土
clean	adjective	干净|乾淨|纯洁的|打掃|洗涤
clean up	verb	洗涤
cleaning lady	noun	女佣
cleanroom	noun	净室
cleanse	verb	清洗
cleansing	adjective	清洁剂
clear	adjective	清楚|免費|解释|升級|拒絕
clear cut	adjective	明确
clear out	verb	倒
clearance	noun	间隔|时期|休假|矸石|拒絕
clearcutting	noun	皆伐
clearly	adverb	清楚
cleavage	noun	解理
cleaver	noun	砍肉刀
clef	noun	谱号
cleft	noun	豁口
clemency	noun	仁慈
clergy	noun	圣职者
clergyman	noun	教士
clergyperson	noun	教士
cleric	noun	牧師
clerihew	noun	克萊里休詩
clerk	noun	會計員|教士
clever	adjective	聰明
cliché	noun	老生常谈
client	noun	顧客
cliff	noun	峭壁
climate	noun	氣候|气候
climate change	noun	氣候變化
climate denier	noun	气候变暖异议者
climate sceptic	noun	气候变暖异议者
climatic	adjective	氣候
climatologist	noun	氣候學家
climatology	noun	气候学
climax	noun	高潮
climb	verb	爬
climbing	noun	攀岩
clinging vine	noun	跟屁虫
clingy	adjective	连裤袜
clinical	adjective	临床
clinical psychology	noun	臨床心理學
clip	noun	钳子|回形针
clipboard	noun	剪贴板
clit	noun	阴蒂
clitoris	noun	阴蒂
cloaca	noun	泄殖腔
cloak	noun	層
cloakroom	noun	更衣室
cloakroom attendant	noun	更衣室
clobber	verb	坠毁
clock	noun	時鐘|时钟
clock face	noun	球面
clockwork	noun	弦
clod	noun	草皮|傻子
clog	noun	木鞋
cloister	noun	修道院|回廊
clone	noun	克隆
close	verb	关|關
close down	verb	关
close to		旁边
close-fitting	adjective	正义
close-up	noun	特写
closed	adjective	不|关着|太
closed interval	noun	闭区间
closely	adverb	近
closemouthed	adjective	嘴严
closet	noun	碗柜
closeup	noun	特写
closing	adjective	结尾
clot	noun	二百五
cloth	noun	布|织物|奩
clothe	verb	穿
clothes	noun	衣服
clothes don't make the man		人不可貌相
clothes dryer	noun	烘干机
clothes iron	noun	熨斗
clothes moth	noun	蛾
clothes peg	noun	曬衣夾
clotheshorse	noun	晾衣架
clothing	noun	服装
cloud	noun	雲|云
cloud over	verb	覆盖
cloudberry	noun	云莓
cloudburst	noun	暴雨
clouded leopard	noun	云豹
cloudy	adjective	多云|不透光
clout	noun	影響|尿布
clout nail	noun	丁香花
clove	noun	丁香
clover	noun	三葉草
cloverleaf interchange	noun	三叶草属
clown	noun	小丑
clownfish	noun	小丑魚
club	noun	棍棒|俱乐部|夜店|梅花
clubs	noun	十字
cluck	verb	咯咯笑
clue	noun	线索|告知
clueless	adjective	孤陋寡聞
clump	noun	山脉
clumsy	adjective	笨
clunker	noun	口弦
clunky	adjective	粗
cluster	noun	串|星团
clutch	noun	離合器
co-ed	noun	女生
co-sister-in-law	noun	妯娌
co-wife	noun	媵
coach	noun	车厢|教练|公共汽車|练
coach driver	noun	御夫座
coachwork	noun	车身
coal	noun	煤炭
coal tit	noun	煤山雀
coalfish	noun	无须鳕
coalition	noun	联合
coarse	adjective	粗
coast	noun	海岸
coast guard	noun	海岸巡防队
coastal	adjective	海岸
coasteering	noun	捆邊
coastline	noun	海岸線
coat	noun	外衣|低|覆盖
coat hanger	noun	衣架
coat of arms	noun	紋章
coati	noun	獾
coating	noun	尿布
coaxial cable	noun	同轴电缆
cob	noun	天鵝
cobalt	noun	鈷|钴
cobber	noun	大
cobble	verb	铺 [pū]
cobbler	noun	鞋匠
cobra	noun	眼鏡蛇|眼镜蛇
cocaine	noun	可卡因
coccus	noun	椰子
coccyx	noun	尾骨
cochlea	noun	耳蜗
cock	noun	大便|男性的|雄鸡|傻子|吻
cock pigeon	noun	鴿
cock tease	noun	骚包
cock-a-doodle-doo		咕咕咕
cock-and-bull story	noun	短篇小说
cockatoo	noun	凤头鹦鹉
cocked	adjective	屁
cockerel	noun	雛
cockroach	noun	蟑螂
cocktail	noun	雞尾酒|鸡尾酒
cocktail dress	noun	小礼服
cocktail party	noun	酒会
cocky	adjective	傲慢
cocoa	noun	可可|巧克力
cocoa butter	noun	可可脂
cocoa powder	noun	可可粉
coconut	noun	椰子
coconut milk	noun	椰奶
coconut palm	noun	椰子
cocoon	noun	茧
cocoyam	noun	芋头
cod	noun	鳕鱼
cod liver oil	noun	鱼肝油
coda	noun	尾声
coddle	verb	娇惯
code	noun	代碼|代码|编程
codeine	noun	可待因
codimension	noun	余维数
coding	noun	代码
coelacanth	noun	腔棘魚
coelenterate	noun	腔肠动物
coelenteric	adjective	腔肠动物
coeliac disease	noun	乳糜泻
coercion	noun	约制
coeval	adjective	同时代
coffee	adjective	咖啡
coffee cup	noun	杯
coffee pot	noun	咖啡壶
coffeemaker	noun	咖啡机
coffeewoman	noun	咖啡壶
coffer	noun	保险柜
coffin	noun	棺材
cog	noun	牙齿|步兵
cogent	adjective	理则
cognate	adjective	同源词
cognition	noun	认识
cognizance	noun	知识
cognizant	adjective	清醒
cognize	verb	认识
cognomen	noun	姓氏
cohabitant	noun	姬妾
cohere	verb	迷
cohesion	noun	銜接
cohort	noun	类别
coif	noun	发型
coil	noun	弹簧|线圈|邐
coin	noun	硬币|硬幣
coin purse	noun	钱包
coin-op	adjective	薄荷
coincide	verb	一致
coincidence	noun	巧合
coincidental	adjective	偶然
coitus interruptus	noun	体外射精法
col	noun	山口
cola	noun	可樂
colander	noun	筛
colchicine	noun	秋水仙素
cold	adjective	冷
cold day in hell	noun	太阳从西边出来
cold fish	noun	木头人 木頭人
cold fusion	noun	冷核聚变
cold sore	noun	感冒疮
cold weapon	noun	冷兵器
cold-sensitive	adjective	怕冷的
coldness	noun	寒冷
cole	noun	包心菜
colic	noun	绞痛
collaborate	verb	合作|协作
collaboration	noun	合作|阴谋
collaborative	adjective	一起
collaborator	noun	合作者
collagen	noun	膠原蛋白
collar	noun	軛|領子|项链
collateral	adjective	间接|质权
colleague	noun	同事
