lemma	part_of_speech	translations
芊眼	noun	в|густой|густом|как|лесу|мрачный
芊瞑	noun	в|густом|как|лесу|мрачный|погружённый
芊縣	noun	густой|о|пышный|растительности|роскошный|сочный
芊芊	noun	густой|о|пышный|растительности|роскошный|сочный
芊萰	noun	богатый|изумрудный|о|пышный|растительности|ярко-зелёный
芊蔚	noun	см.|芊芊
芋奶	noun	клубни|мелкие|особенно|таро
芋子	noun	клубни|мелкие|таро
芋母	noun	клубни|крупные|таро
芋渠	noun	см.|芋魁
芋魁	noun	клубень|крупный|таро
芍藥	noun	пио́н
芒兒	noun	ость
芒刃	noun	клинок|лезвие|острое|острый
芒刺	noun	колючка|ость
芒刺在背	noun	в|знач.|иголках|как|колючка|на
芒屩	noun	для|обувь|простолюдинов|сандалии|соломенные
芒康	noun	Markam|КНР|Маркам|Тибетский|авт.|г.
芒漠	noun	безбрежный|широкий
芒芒	noun	см.|茫茫
芒街	noun	Вьетнам|Мон-Гай|г.
芒角	noun	выступ|зубец|луч|остриё|острый
芒鞋	noun	из|лапти|сандалии|соломенные|травы
芒鞵	noun	сандалии|соломенные
芙蓉	noun	Серемба́н
芙蓉幕	noun	военачальника|сановника|шатёр
芙蓉衫	noun	диал.|трусики|трусы
芙蓉鏡	noun	в|зеркальце|лотоса|форме|цветка
芙蓉鳥	noun	канарейка
芝儀	noun	см.|芝宇
芝光	noun	Ваш|Вы|эпист.
芝加哥	noun	Чика́го|Чикаго
芝宇	noun	Ваш|Вы|эпист.
芝庭	noun	где|грибной|грибы|древесные|место|растут
芝廛	noun	даосов|даосский|дом|собраний|храм
芝栭	noun	грибы|древесные|съедобные
芝標	noun	см.|芝顏
芝泥	noun	для|краска|печатей|фиолетовая|штемпельная
芝焚蕙嘆	noun	близко|борщевик|в|вздыхает|горит|знач.
芝田	noun	ароматные|взращивают|где|местность|миф.|небожителей
芝甸	noun	столица
芝眉	noun	Ваш|Ваша|Вы|в|внешность|знач.
芝艾	noun	бедные|богатые|борщевик|в|знач.|и
芝荋	noun	см.|芝栭
芝菌	noun	гриб|древесный|трутовик
芝蘭	noun	ароматные|в|великолепный|душистые|душистый|знач.
芝蘭之室	noun	см.|芝蘭室
芝蘭室	noun	в|душистых|знач.|облагораживающее|обр.|окружение
芝蘭氣味	noun	аромат|дружбы|душистых|о|обр.|сладости
芝蘭玉樹	noun	братья|в|деревья|душистые|знач.|и
芝顏	noun	Ваш|Вы|облик|образ|прекрасный|светлый
芝髓	noun	гриба|древесного|сок
芝麻	noun	кунжут|кунжу́т|сеза́м|сим-си́м
芝麻子	noun	кунжутное|семя
芝麻稭	noun	кунжутная|мякиной|с|солома
芝麻稭兒	noun	кунжутная|мякиной|с|солома
芝麻貂	noun	серебристый|сибирский|соболь
芟刀	noun	коса|серп
芟割	noun	жать|срезать
芟夷	noun	вычёркивать|заросли|искоренять|косить|расчищать|уничтожать
芟秋	noun	осенняя|прополка|с.-х.
芟穢	noun	искоренять|плевелы|порок|уничтожать
芟薙	noun	полоть
芟鋤	noun	выпалывать|вырывать|корнем|с|траву
芡粉	noun	зёрен|из|клейкая|крахмал|мука|напр.
芥花籽油	noun	ра́псовое ма́сло
芦帘	noun	из|тростника|шторы
芨芨草	noun	Achnatherum|Ohwi|splendens|ахнатерум|блестящий|бот.
芫花	noun	Daphne|Sieb.|Zucc.|et|genkwa|бот.
芫花葉白前	noun	Cynanchum|glaucescens|бот.|ластовень|сизоватый
芫荽	noun	кинза́|кориа́ндр
芫荽油	noun	кориандровое|масло
芫菁	noun	Lytta|vesicatoria|зоол.|мушка|шпанка|шпанская
芫菁屬	noun	Meloё|зоол.|майка
芫菜	noun	кишнец|кориандр
芫青	noun	Lytta|vesicatoria|зоол.|мушка|шпанка|шпанская
芬太尼	noun	фентани́л
芬尼	noun	пфе́нниг
芬烈	noun	аромат|благоухание|великое|деяние|перен.|подвиг
芬然	noun	в|во|изобилии|множестве|обильно
芬芬	noun	аромат|ароматный|беспорядочный|благоуханный|благоухать|спутанный
芬芳	noun	аромат|ароматный|благовонный|благоухание|душистый|перен.
芬苾	noun	аромат|ароматный|запах|приятный
芬茀	noun	аромат|благовонный|благоухающий|густой
芬華	noun	ароматный|прекрасный|прославлять|славить|цветок
芬菲	noun	аромат|благоухание|трав|цветов
芬葩	noun	количество|множество|несметное|обилие
芬薌	noun	аромат|хлебов
芬蘭	noun	Финля́ндия|Суо́ми
芬蘭人	noun	финля́ндец|финля́ндка|финн|фи́нка
芬蘭灣	noun	Финский|залив
芬蘭語	noun	фи́нский
芬郁	noun	аромат|благоухание|густой|сильное
芬陀利	noun	Pundarika|белый|будд.|лотос|пундарика|санскр.
芬陀利華	noun	Pundarika|белый|будд.|лотос|пундарика|санскр.
芬香	noun	аромат|ароматный|благоухание|благоуханный|душистый|запах
芬馥	noun	аромат|ароматный|благовонный|благоухать|густой
芬鬱	noun	аромате|вздыматься|густо|об|обильно|пышно
芭棚	noun	тент|тростниковый|шалаш
芭犁	noun	изгородь|лёгкая|плетень
芭籬	noun	изгородь|лёгкая|плетень
芭芒	noun	Anders.|Miscanthus|sinensis|бот.|китайский|мискантус
芭蕉	noun	Musa|Sieb.|basjoo|базьо|банан|бот.
芭蕉布	noun	Люцю|бананового|волокна|из|островов|с
芭蕉扇	noun	банановый|веер
芭蕉科	noun	Musaceae|банановые|бот.
芭蕉芋	noun	Canna|Ker|edulis|бот.|канна|съедобная
芭蕉葉兒	noun	банановый|лист
芭蕾	noun	ballet|балет|фр.
芭蕾舞	noun	бале́т|балет
芭黎	noun	изгородь|лёгкая|плетень
芮稻	noun	в|октябре|поздний|рис|сбор
芮芮	noun	авары|ист.|луговой|о|тонкий|траве
芮鞫	noun	береговая|излучина
芯子	noun	жало|змеи|змеиное|язычок
芰實	noun	водяной|орех|плод|чилим
芰荷	noun	и|листья|лотос|лотоса|цветы|чилим
花不楞登	noun	бросающийся|в|глаза|пёстрый|слишком|яркий
花主	noun	цветовод
花乳	noun	«хуажу»|бутон|воде|гравирующийся|для|камень
花事	noun	весенняя|для|особенно|пора|страдная|цветоводов
花信	noun	24|в|возраст|года|женщины|период
花兒匠	noun	садовник
花兒市	noun	рынок|цветочный
花兒廠子	noun	магазин|оранжерея|цветоводство|цветочный
花兒樣子	noun	вышивания|для|канва
花兒毒	noun	вирус|оспенный
花兒洞子	noun	оранжерея
花兒秧子	noun	рассада|цветочная
花兒絞	noun	волосы|вьющиеся|курчавые
花兒針	noun	вышивания|для|игла|тонкая
花公子	noun	повеса|распутник
花冠	noun	ве́нчик
花冤錢	noun	ветер|деньгами|деньги|на|пускать|сорить
花分	noun	во|другое|избежание|имя|на|налога
花判	noun	«пяньвэнь»|«узорное|Тан|дин.|её|кадров
花剌子模	noun	Хорезм|ист.
花剪絨	noun	бархат|вельвет|узорчатый
花劍	noun	рапи́ра
花勒子模省	noun	Xoрезмская|Узбекистан|область
花勝	noun	головное|женское|и|искусственные|ленты|украшение
花區	noun	весёлый|домов|квартал|публичных|район
花卉畫	noun	Гохуа|в|выполненная|живописи|и|картина
花叢	noun	бот.|букет|в|знач.|красавиц|куртина
花口	noun	красноречивый|разговорчивый
花史	noun	книга|литература|по|цветоводству
花名	noun	имена|именной|офиц.|поимённый|прозвище
花呢	noun	сукно|трико|узорное
花品	noun	запаху|и|классификация|по|ранги|стар.
花哨	noun	пёстрый|разнообразный|разукрашенный|расцвеченный|романтический|утончённый
花啦	noun	бубенцов|динь-динь|динь-дон|звону|звукоподражание
花圃	noun	питомник|цветник|цветов
花圈	noun	венок|на|напр.|похоронах|цветочный
花國	noun	гетеры|проститутки|царство|цветов|цветы
花園	noun	парк|сад|цветник
花園兒	noun	парк|сад|цветник
花園子	noun	парк|сад|цветник
花圖式	noun	бот.|диаграмма|цветка
花團錦簇	noun	богатый|бурного|в|знач.|коллекция|красками
花墙	noun	верхняя|ограда|оформленная|покрытая|стены|художественно-декоративно
花墙儿	noun	верхняя|ограда|оформленная|покрытая|стены|художественно-декоративно
花墙子	noun	верхняя|ограда|оформленная|покрытая|стены|художественно-декоративно
花壇兒	noun	для|кадка|керамическая|художественная|цветов
花天酒地	noun	безудержному|вино|жизни|земля|и|красотки
花好月圓	noun	а|б|в|жизни|знач.|и
花姐	noun	проститутка
花娘	noun	гетера|певичка|проститутка
花娘娘	noun	богиня|оспы
花媳婦	noun	божья|зоол.|коровка
花子兒	noun	семена|хлопчатника|цветочные
花字	noun	см.|花押
花字兒	noun	благозвучия|в|вставляемые|для|морфемы|песни
花官司	noun	верности|дело|нарушении|о|судебное|супружеской
花家子	noun	мот|растратчик|транжира
花容美貌	noun	как|прекрасный|цветок
花崗岩	noun	грани́т|гранит
花崗岩化	noun	геол.|гранитизация
花崗石	noun	геол.|гранит|перен.|твердолобость|твердолобый
花巴掌兒	noun	ладони|ладошки
花市	noun	рынок|цветочный
花布	noun	набивной|ситец|ткань|узорчатая
花師	noun	садовод
花帳	noun	дутый|счёт|фиктивный
花序	noun	соцве́тие|соцветие
花序軸	noun	бот.|ось|соцветия|цветонос
花底	noun	под|цветами
花店	noun	магазин|цветочный
花廠	noun	магазин|оранжерея|цветоводство|цветочный
花廳	noun	в|гостиная|павильон|приёмная|саду
花廳兒	noun	в|гостиная|павильон|приёмная|саду
花弄蝶	noun	Pamphila|guttata|бабочка|бамбука|вредят|гусеницы
花彩	noun	из|расцветка|узор|украшение|цветов
花彫	noun	см.|花雕
花影	noun	отражение|тень|цветка
花心兒	noun	в|душа|живых|из|красавицы|причёску
花戶	noun	в|дворовых|жители|именных|население|продавец
花房	noun	оранжерея|теплица
花托	noun	бот.|ложе|соцветия|цветоложе
花扦兒	noun	в|вазе|вазы|для|или|искусственные
花押	noun	вензель|договоре)|документе|иероглифическая|монограмма|на
花押印	noun	вместо|гравированная|иероглифическая|именной|монограмма|на
花招	noun	выходка|диал.|жонглирование|коварство|красивый|ловкий
花括號	noun	фигу́рная ско́бка
花拳	noun	«разменивать|бой|бокс|бокса|бутафорский|выброшенных
花捐	noun	налог|проституток|с|стар.
花捲兒	noun	витушки|мучные|на|пару
花捲饃	noun	белой|грубых|диал.|злаков|и|из
花搭	noun	в|клетку|клетчатый|перемешиваться|пятнистый|рябить
花搭著	noun	без|бликах|в|вперемешку|и|лежать
花教	noun	«узорная|будд.|из|ламаизма|одно|ответвлений
花斑	noun	пёстрый|разноцветный
花斑癬	noun	лишай|мед.|отрубевидный
花旗人	noun	США|американец|гражданин|диал.
花旦	noun	амплуа|гетеры|женщина|кит.|кокетки|молодая
花时	noun	время|пора|сезон|цветения|цветов|цветочная
花晨月夜	noun	и|лунная|ночь|о|обр.|пейзажем
花書	noun	подпись|поставить|расписаться
花會	noun	«36|Чэнду|азартной|в|выпавшего|ежегодно
花朝	noun	12-15-ый|2-го|«утро|день|лунного|месяца
花朝月夕	noun	15-го|2-го|8-го|«вечер|«утро|в
花木	noun	деревья|и|растительность|цветы
花朵	noun	кисти|цветов|цветы
花朶	noun	цветы
花朶兒	noun	цветы
花杖兒	noun	решётка|шпалера
花束	noun	букет|цветов
花林	noun	заведение|непотребное|распутства|рассадник
花枝兒	noun	«ягодка»|ветка|женщине|красивый|о|цветоносная
花枝招展	noun	а|б|женщине|манят|нарядной|нарядный
花架子	noun	для|подставка|цветов
花柄	noun	бот.|цветоножка
花柏	noun	Chamaecyparis|Sieb.|Zucc|et|pisifera|бот.
花柱	noun	бот.|столбик
花柱草	noun	Stylidium|Sw.|uliginosum|бот.|стилидиум|топяной
花柵子	noun	см.
花案兒	noun	дела|любовных|о|прелюбодеяниях|связях|судебные
花桑	noun	Hemsl.|Morus|cathayana|бот.|катаянская|шелковица
花梆子	noun	«цветистые|актрисы|амплуа|движения|кастаньеты»|на
花梗	noun	бот.|цветоножка
花梗兒	noun	бот.|цветоножка
花梨	noun	см.|花櫚木
花梨木	noun	Chun|Dalbergia|Merr.|et|hainanensis|бот.
花棍舞	noun	в|народная|пения|плетью|пляска|с
花棵	noun	деревцо|цветущее
花棵兒	noun	деревцо|цветущее
花棵子	noun	деревцо|цветущее
花椰菜	noun	цветна́я капу́ста|цветная капуста
花楸	noun	K.|Koehne|Sorbus|alnifolia|бот.|ольхолистная
花樣兒	noun	см.|花樣
花樹	noun	деревья|и|растительность|цветущие|цветы
花櫚木	noun	Ormosia|Prain.|henryi|Генри|бот.|ормозия
花池子	noun	грядка|клумба|цветник|цветочная
花洋布	noun	набивной|ситец
花洞子	noun	в|выращивания|для|землю|теплица|углублённая
花消	noun	деньги|издержки|израсходованные|истраченные|комиссионные|налоги
花煙間	noun	вост.|диал.|дом|низшего|публичный|разряда
花煙館	noun	домом|опиекурильня|публичным|с|совмещённая
花燈戲	noun	кит.|представление|разновидность|с|сценки|театр
花燭	noun	бракосочетание|красные|свадебные|свадьба|свечи
花燭夜	noun	брачная|ночь
花燭夫妻	noun	брак|всех|законные|оформлен|с|соблюдением
花牆	noun	верхняя|ограда|оформленная|покрытая|стены|художественно-декоративно
花牆兒	noun	верхняя|ограда|оформленная|покрытая|стены|художественно-декоративно
花牆子	noun	верхняя|ограда|оформленная|покрытая|стены|художественно-декоративно
花片	noun	лепесток|опавший
花牙	noun	ажурные|боковинки|бутон|почка|резного|столика
花牙子	noun	ажурные|боковинки|бутон|почка|резного|столика
花王	noun	Andr.|Paeonia|suffruticosa|бот.|древовидный|о
花球	noun	букет
花環	noun	венок|гирлянда
花瓜	noun	о|обр.|оспинами|покрытом|пятнами|пёстрая
花瓣	noun	лепесто́к|лепесток
花瓶	noun	ва́за|ваза
花生	noun	ара́хис|земляно́й оре́х|кита́йский оре́х
花生豆兒	noun	земляной|лущёный|орех
花生酸	noun	арахиновая|кислота|хим.
花生餅	noun	жмыхи|земляного|ореха
花用	noun	расходовать|тратить
花田	noun	плантация|поле|хлопковая|хлопковое
花界	noun	а|б|буддийский|в|гетеры|знач.
花畦	noun	газон|грядка|цветов|цветочный
花當	noun	1,82|fathom|англ.|м.|морская|сажень
花白	noun	выговаривать|проседью|с|седеть|укорять|упрекать
花白菜	noun	капуста|цветная
花盆	noun	горшо́к
花盆子	noun	горшок-плошка|цветочный
花盒	noun	«коробка|вид|фейерверка|цветов»
花盤	noun	бот.|диск|корзинка|мёдоотделительный|околопестичный|планшайба
花相	noun	Paeonia|Pall.|lactiflora|бот.|молочноцветковый|пион
花眼	noun	в|глаза|глазах|дальнозоркие|рябить
花眼眼	noun	в|веке|верхнем|двойная|диал.|знач.
花石	noun	в|живут|знач.|и|которых|места
花石峽	noun	Zoganrawar|Зоганравар|КНР|Хуашися|Цинхай|пос.
花石榴	noun	L.|Punica|granatum|бот.|гранатовое|дерево
花石綱	noun	XII|Мяня|Чжу|Чжэцзяне|авантюриста|в
花磚	noun	декоративный|изразец|кирпич
花神	noun	«дух|душа|жив.|живое|изображение|цветка
花秧	noun	рассада|цветочная
花秧兒	noun	рассада|цветочная
花程式	noun	бот.|формула|цветка
花稍	noun	пёстрый|разнообразный|разукрашенный|расцвеченный|романтический|утончённый
花稭子	noun	A.|Braun|Sorbaria|sorbifolia|бот.|рябинник
花種兒	noun	и|семена|трав|цветов|цветочные
花窨子	noun	оранжерея|теплица
花童	noun	девица|девушка
花竹	noun	Munro|Phyllostachys|nidularia|бот.|гнездовой|листоколосник
花筒	noun	барабан|выгравированным|для|набивки|ракета|с
花箋	noun	бумага|для|орнаментом|писем|с|цветная
花篦	noun	бот.|обёртка|покрывало
花籽兒	noun	семена|хлопчатника
花粉	noun	бот.|вм.|змеиного|из|кит.|корня
花粉囊	noun	бот.|мешок|пыльниковый|пыльцевой
花粉櫛	noun	«гребёнка»|для|задней|на|ножке|пчелы
花粉熱	noun	лихорадка|мед.|насморк|сенная|сенной
花粉球	noun	на|ножках|обножка|пчёл|пыльца|цветочная
花粉症	noun	сенна́я лихора́дка
花粉筐	noun	зоол.|корзиночка|обножку|пчёл|собирает|у
花粉管	noun	бот.|пыльцевая|трубка
花粉籃	noun	зоол.|корзиночка|обножку|пчёл|собирает|у
花粉粒	noun	бот.|зерно|пылинка|пыльцевое
花糕	noun	«цветочный|бисквит»|к|пирожное|празднику|重陽節
花紅柳綠	noun	а|б|в|естественный|зелена|знач.
花紅線	noun	диал.|кукурузы|метёлка
花紗	noun	пряжа|хлопковая
花絮	noun	заметки|коротко|мелочи|о|репортёрские
花絲	noun	бот.|нить|тычиночная
花翎	noun	Цин)|головном|дин.|знак|на|отличия
花胡哨	noun	диал.|подхалимаж|подхалимство
花腔	noun	колоратура|муз.|фиоритура
花腔兒	noun	колоратура|муз.|фиоритура
花腱兒	noun	голень|голяшка|мясной|туши
花臉鴨	noun	Anas|formosa|зоол.|клохтунья|моклон
花臘	noun	в|засохший|засушенный|книге|лепесток|цветка
花舌子	noun	демагог|диал.|краснобай|обманщик
花舞	noun	в|зелёных|кит.|напоминают|одеждах|рисунок
花船	noun	в|весёлый|галера|для|дом|завлечения
花色	noun	и|модель|образец|расцветка|рисунок|род
花色素	noun	антоциан|бот.|хим.
花花世界	noun	местность|оживлённая|райский|уголок|цветущая
花花公子	noun	золотая|молодёжь|презр.
花花搭搭	noun	в|идти|мелькать|неровный|пятнами|пятнах
花花絮絮	noun	мелкий|незначительный|разрозненный|сборный|сбродный
花花綠綠兒	noun	пёстрый|цветастый
花苗	noun	натуральная|оспа|рассада|цветочная
花荵	noun	L.|Polemonium|coeruleum|бот.|голубая|синюха
花莖	noun	бот.|стрелка
花莛兒	noun	стебель|цветка
花菜	noun	Brassica|L.|botrytis|oleracea|var.|бот.
花萼	noun	бот.|см.|цветка|чашечка|華萼
花葉	noun	бот.|и|листья|цветолистик|цветы
花葉兒	noun	листочки|цветка
花葉病	noun	болезнь|бот.|мозаика|мозаичная
花著	noun	диал.|см.
花葯	noun	пы́льник
花葵	noun	L.|Lavatera|trimestris|бот.|трёхмесячная|хатьма
花蒂	noun	бот.|цветоножка
花蓋	noun	бот.|околоцветник
花蔓兒	noun	бот.|плеть|с|цветами
花蕨	noun	Botrychium|Sw.|ternatum|бот.|гроздовник|тройчатый
花藍	noun	корзина|красиво|разукрашенная|с|цветами
花藍兒	noun	корзина|красиво|разукрашенная|с|цветами
花號	noun	кличка|по|прозвище|торговле|фирма|хлопком
花虻	noun	Eristalis|tenax|журчалок|зоол.|насекомых|сем.
花蚤	noun	Mordellidae|горбатки|зоол.|шипоноски
花蚤科	noun	Mordellidae|горбатки|зоол.|шипоноски
花蛤	noun	Tapes|variegates|вид|двустворчатого|зоол.|моллюска
花蜜	noun	некта́р
花蝱	noun	оса|цветочная
花蟲	noun	диал.|коробочный|розовый|червь
花街	noun	домов|публичных|улица
花街柳巷	noun	домов|публичных|улица
花衣	noun	Цин|высших|вышитыми|дин.|дома|змеями
花衫	noun	«пёстрая|амплуа|в|вторых|женское|кит.
花裀	noun	из|лепестков|подстилка|цветочных
花見羞	noun	её|испытывают|красавице|о|обр.|они
花言	noun	говорить|красивые|напыщенная|напыщенно|но|пустые
花詭	noun	во|другое|избежание|имя|на|налога
花說柳說	noun	см.
花費	noun	растрачивать|тратить
花賬	noun	дутый|счёт|фиктивный
花賭	noun	азартные|женщинами|и|игры|мотовство|распутство
花軸	noun	бот.|ось|цветонос|цветочная
花轎	noun	новобрачной|паланкин|свадебный
花轮	noun	бот.|мутовка|цветочная
花道	noun	«дорога|актёров|для|зал|зрительный|на
花邊錢	noun	иностранная|монета|уст.
花郎	noun	нищий|продавец|цветов
花部	noun	XVIII|«изящной»|«пёстрая»|в.|все|драматургии
花酒	noun	в|вино|вост.|диал.|из|обществе
花金龜	noun	Cantharis|кантарида|мушка|шпанская
花釵	noun	головное|для|женская|женское|наколка|прививки
花鈿	noun	висках|головные|женские|на|подвески|украшения
花銷	noun	диал.|затраты|издержки|налоги|поборы|подати
花銷軸	noun	вал|тех.|шлицевый
花鋃	noun	золотистым|наилучшим|отливом|с|серебро|считалось
花鋤	noun	мотыга|садовая
花錢	noun	деньги|потратиться|тратить
花錨	noun	Cornaz.|Halenia|corniculata|бот.|галения|рогатая
花鍵	noun	тех.|шлиц|шлицевый
花鎗	noun	в|дротик|играх|копьё|красивый|ленточками
花鏡	noun	дальнозорких|для|очки
花門	noun	ист.|уйгуры
花開	noun	в|полном|расцвести|цветение|цвету
花開期	noun	период|цветение|цветения
花障	noun	бамбуковая|живая|изгородь|плетёная|увитая|цветами
花障兒	noun	бамбуковая|живая|изгородь|плетёная|увитая|цветами
花雕酒	noun	«хуадяо»|вино|лучшее|рисовое|шаосинское
花露	noun	«хуалу»|вина|на|название|роса|цветах
花露水	noun	одеколон
花露水兒	noun	одеколон
花青	noun	жив.|индиго
花青素	noun	антоциан|антоцианидин|антоцианин|бот.|хим.
花面狸	noun	Paguma|larvata|зоол.|пагума
花鞋	noun	из|материи|пёстрые|туфли|цветной
花項	noun	расходные|статьи
花須	noun	см.|花蕊
花頭	noun	комбинация|ловкий|мастерство|махинация|неизведанный|приём
花頭兒	noun	без|головка|и|листьев|стебля|цветка
花飾	noun	орнамент|орнаментальный|рисунок|узор
花餅	noun	жмыхи|хлопковые
花香	noun	аромат|цветов
花馬	noun	лошадь|масти|пёстрой
花骨	noun	кость|резная|сердцевина|цветка
花骨朶	noun	бутон
花骨朶兒	noun	бутон
花鬘	noun	венок|гирлянда|из|ожерелье|цветов
花魁	noun	гетера|из|куртизанка|лотос|лучший|орхидея
花魂	noun	весны|душа|цветов|чары
花鯽	noun	китайский|окунь
花鯽魚	noun	китайский|окунь
花鳥	noun	жанр|живописи|и|китайской|птицы|цветы
花鳥使	noun	VIII|в|в.|ведавший|влюблёнными|гинекее
花鹹地	noun	солонцы
花鹽	noun	Ганьсу|Хуама|из|кристаллическая|на|оз.
花鹿	noun	вм.|олень|пятнистый|梅花鹿
花麗狐哨	noun	диал.|пятнистый|пёстрый|разноцветный|яркий
花麻	noun	конопля|мужская|особь|посконь
花黃	noun	женщины|жёлтый|лбу|лепесток|на|стар.
花黃素	noun	антохлор|ксантин|хим.
花鼓	noun	«хуагу»|Цзянсу|аккомпанемент|барабана|в|женщинами
花鼓戲	noun	барабан|исполняемые|под|провинции|сценки|фольклорные
花鼓燈	noun	«хуагудэн»|Аньхуй|Цзянсу|в|иллюминация|исполняемый
花鼓舞	noun	«хуагуу»|аккомпанемент|барабанчика|гонга|и|лентами
花鼠	noun	Eutamias|sibiricus|бурундук|зоол.
花龜	noun	Ocadia|sinensis|Гуандун|Тайвань|Фуцзянь|Чжэцзян
芳儀	noun	Ваш|подарок|эпист.
芳卿	noun	возлюбленная|девушке|дорогой|любимый|о|обычно:
芳名	noun	Ваша|Ваше|вежл.|девушки|доброе|имя
芳墨	noun	Ваше|письмо|превосходная|тушь|эпист.
芳序	noun	великолепная|время|погода|прекрасное
芳心	noun	Ваше|доброе|прекрасные|сердце|трогательные|устремления
芳志	noun	Ваши|вежл.|намерения|прекрасные|устремления
芳情	noun	Ваши|вежл.|прекрасные|устремления|чувства
芳旨	noun	Ваши|аромат|благоухание|желания|запах|приятный
芳春	noun	благоуханная|весна|пора|цветения
芳時	noun	благоухающих|пора|цветения|цветов
芳札	noun	Ваше|письмо|эпист.
芳林	noun	благоухающие|весенний|деревья|лес
芳枝	noun	ветвь|цветущая
芳構化	noun	ароматизация|ароматизировать|хим.
芳樟油	noun	камфарное|масло
芳歲	noun	весенний|весна|возраст|года|месяц|начало
芳氣	noun	аромат|благоухание|запах|приятный
芳液	noun	душистый|сок
芳澤	noun	благовонное|добродетели|душевные|души|душистое|и
芳節	noun	весна|сезон|цветения
芳美	noun	восхитительный|прекрасный|прелестный
芳翰	noun	Ваше|изящное|любезное|письмо|прекрасное
芳聲	noun	добрая|слава
芳芬	noun	аромат|ароматный|благовонный|благоухание|душистый|известность
芳花	noun	ароматные|благоухающие|цветы
芳芷	noun	душистые|травы
芳苞	noun	бутон|цветка
芳茗	noun	ароматизированный|жасмином|напр.|с|чай
芳華	noun	благоухающие|весенние|время|природы|расцвет|цветения
芳菲	noun	аромат|ароматный|благоухающий|и|покров|травы
芳蕙	noun	ароматные|душистые|орхидеи|травы
芳蘭	noun	благоуханная|высоких|дух|душистая|качеств|нравственных
芳規	noun	достойное|идеальный|образцом|поведение|поступок|пример
芳訊	noun	Вас|Ваше|в|вежл.|весеннем|весть
芳躅	noun	Ваши|благородные|вежл.|знаменитых|именами|людей
芳辰	noun	весенние|весна|дни
芳醪	noun	ароматное|вино|нектар
芳醴	noun	ароматное|вино|сладкое
芳顏	noun	Ваш|Ваша|вежл.|вид|внешность|очаровательная
芳風	noun	Ваше|Ваши|вежл.|восхитительные|восхищения|достойное
芳香劑	noun	ароматическое|вещество|средство
芳香油	noun	масло|эфирное
芳香烴	noun	ароматические|углеводороды|хим.
芳馥	noun	аромат|ароматный|благоухание|душистый
芳馨	noun	аромат|благоухание
芳鬢	noun	волосы|красавицы
芳魂	noun	.женщины|душа|женская|особенно:|поэт.|прекрасная
芳齡	noun	возрасте|девушки|о|цветущая|юность
芵明	noun	бобовое|кассия|растение|тора
芵茪	noun	бобовое|кассия|растение|тора
芸儲	noun	книг|собрание
芸局	noun	государственное|книгохранилище
芸扁豆	noun	Faba|Moench|vulgaris|бобы|бот.|конские
芸治	noun	полоть|траву
芸生	noun	календарю|лунному|месяц|одиннадцатый|по|юньшэн
芸省	noun	государственное|книгохранилище
芸秩	noun	книги
芸籤	noun	заглавием|книге|на|наклейка|с
芸編	noun	книги|литература
芸署	noun	для|кабинет|книгохранилище|книжный|комната|чтения
芸芸	noun	во|многочисленный|множестве
芸草	noun	L.|Ruta|graveolens|бот.|душистая|рута
芸蒿	noun	Bupleurum|Fr.|Schm.|sachalinense|бот.|володушка
芸豆	noun	фасоль
芸閣	noun	для|кабинет|книгохранилище|книжный|комната|чтения
芸館	noun	библиотека
芸香	noun	L.|Ruta|graveolens|бот.|душистая|рута
芸香科	noun	Rutaceae|бот.|рутовые
芸黃	noun	листвы|увядшей|цвет|ярко-жёлтый
芹悃	noun	искренность|моя|покорнейшая|полнейшая|преданность|эпист.
芹意	noun	внимания|знак|мнение|моё|подарок|подношение
芹敬	noun	дань|моего|мой|подарок|скромная|скромный
芹曝	noun	дань|скромная|уважения|эпист.
芹獻	noun	дар|мой|подношение|скромное|скромный|эпист.
芹私	noun	о|подношении|пустяк|своём|скромный|эпист.
芹菜	noun	сельдере́й|сельдерей
芹葉鉤吻	noun	Cicuta|L.|virosa|бот.|цикута|ядовитая
芻交	noun	сено|фураж
芻尼	noun	(санскр.|Kṣuṇi|сорока
芻摩	noun	(санскр.|Kṣauma|грубоволокнистой|из|кшаума|пряжи
芻槀	noun	Сено|Созвездие|Эридане|астр.|в|заготовкой
芻牧	noun	выгонять|выкармливать|заниматься|и|кормить|на
芻秣	noun	для|крупного|сено|скота|фураж|фуражное
芻糧	noun	и|провиант|продовольствие|сено|фураж
芻草	noun	сено
芻蕘	noun	авторской|деревенщина|дрова|дровосеки|жалкое|заготовлять
芻藳	noun	Сено|Созвездие|Эридане|астр.|в|заготовкой
芻言	noun	говорящего|или|косаря|малограмотная|мои|моя
芻議	noun	говорящего|или|косаря|мнение|мои|моё
芻豢	noun	домашние|животные|зерноядные|и|коровы|напр.
芻靈	noun	Китае|в|вместе|древнем|животного|или
芼羹	noun	зеленью|и|кул.|мясная|овощами|похлёбка
芽型	noun	бот.|в|листосложение|почке
芽子	noun	побег|почка|росток
芽孢	noun	бот.|спора
芽孢器	noun	бот.|корзинка
芽孢囊	noun	бот.|спорангий
芽孢子	noun	бластоспора|бот.
芽孢葉	noun	бот.|выводковый|лист
芽孢體	noun	бот.|выводковое|спорангий|тело
芽接	noun	окулировать|окулировка|с.-х.
芽月	noun	germinal|жерминаль|фр.
芽殖	noun	почкование
芽球	noun	геммул|зоол.
